REGIMEN;UNIVERSIDA;UNIV_C;UNIDAD_ACA;UNAC_C;ANEXO_C;UNICUE;CUI;TELEF;FAX;WEB;DIRECCION_NORM;CALLE;ALTURA;WKT_GKBA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LAT;LNG
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;RECTORADO;1;0;1200100;2468;[C]4959-0200 INT. 4161;4983-2624;WWW.HOSPITALITALIANO.ORG.AR;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE BIOLOGIA CELULAR Y MOLECULAR;67;0;1206700;2468;[C]4959-0200 INT.4928;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE BIOQUIMICA;68;0;1206800;2468;[C]4959-0200 INT.5453;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE CIENCIAS HUMANAS;69;0;1206900;2468;[C]4959-0200 INT.8462;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE CIENCIAS MORFOLOGICAS;70;0;1207000;2468;[C]4959-0200 INT.8937;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE CLINICA QUIRURGICA;71;0;1207100;2468;[C]4959-0200 INT.8937;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE ENFERMERIA CLINICA;72;0;1207200;2468;[C]4959-0200 INT.8636;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE FARMACOLOGIA Y TOXICOLOGIA;73;0;1207300;2468;[C]4959-0200 INT.9337;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO;12;DEPARTAMENTO ACADEMICO DE MEDICINA;74;0;1207400;2468;[C]4959-0200 INT.8201;4983-2624;;POTOSI 4240;POTOSI;4240;POINT(103347.267439 102433.127351);ALMAGRO;COMUNA 5;1199;C1199ACL;-34.60732797184622;-58.426807626588264
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS;13;RECTORADO;1;0;1300100;1457;4773-5825/4773-3735;4773-3735;WWW.ESEADE.EDU.AR;URIARTE 2472;URIARTE;2472;POINT(103691.256422 105367.505323);PALERMO;COMUNA 14;1425;C1425FNJ;-34.58087590306258;-58.42307016520749
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS;13;DEPARTAMENTO DE ADM. Y FORMACION EMPRESARIA;76;0;1307600;1457;4773-5825/4773-3735;4773-3735;;URIARTE 2472;URIARTE;2472;POINT(103691.256422 105367.505323);PALERMO;COMUNA 14;1425;C1425FNJ;-34.58087590306258;-58.42307016520749
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS;13;DEPARTAMENTO DE ARTE Y CURADURIA;81;0;1308100;1457;4773-3735/4773-5825;4773-3735;;URIARTE 2472;URIARTE;2472;POINT(103691.256422 105367.505323);PALERMO;COMUNA 14;1425;C1425FNJ;-34.58087590306258;-58.42307016520749
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS;13;DEPARTAMENTO DE ECONOMIA Y CIENCIAS SOCIALES;108;0;1310800;1457;4773-5825/4773-3735;4773-3735;;URIARTE 2472;URIARTE;2472;POINT(103691.256422 105367.505323);PALERMO;COMUNA 14;1425;C1425FNJ;-34.58087590306258;-58.42307016520749
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS;13;DEPARTAMENTO DE HUMANIDADES Y CIENCIAS DE LA COMUNICACION;116;0;1311600;1457;4773-3735/4773-5825;4773-3735;;URIARTE 2472;URIARTE;2472;POINT(103691.256422 105367.505323);PALERMO;COMUNA 14;1425;C1425FNJ;-34.58087590306258;-58.42307016520749
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS;13;DIVISION DE ADMINISTRACION;156;0;1315600;1457;4773-3735/4773-5825;4773-3735;;URIARTE 2472;URIARTE;2472;POINT(103691.256422 105367.505323);PALERMO;COMUNA 14;1425;C1425FNJ;-34.58087590306258;-58.42307016520749
PRIVADO;INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS;13;RALACIONES INTERNACIONALES;293;0;1329300;1457;4773-3735/4773-5825;4773-3735;;URIARTE 2472;URIARTE;2472;POINT(103691.256422 105367.505323);PALERMO;COMUNA 14;1425;C1425FNJ;-34.58087590306258;-58.42307016520749
PRIVADO;INSTITUTO UNIVERSITARIO ISEDET;14;RECTORADO;1;0;1400100;2467;4632-5030/5039;4633-2825;WWW.ISEDET.EDU.AR;CAMACUA 282;CAMACUA;282;POINT(100562.126933 99828.739677);FLORES;COMUNA 7;1406;C1406DOF;-34.63080949605757;-58.45716988787799
PRIVADO;INSTITUTO UNIVERSITARIO ISEDET;14;DEPARTAMENTO DE HISTORIA;11;0;1401100;2467;4632-5030/5039;4633-2825;;CAMACUA 282;CAMACUA;282;POINT(100562.126933 99828.739677);FLORES;COMUNA 7;1406;C1406DOF;-34.63080949605757;-58.45716988787799
PRIVADO;INSTITUTO UNIVERSITARIO ISEDET;14;DEPARTAMENTO DE BIBLIA;86;0;1408600;2467;4632-5030/5039;4633-2825;;CAMACUA 282;CAMACUA;282;POINT(100562.126933 99828.739677);FLORES;COMUNA 7;1406;C1406DOF;-34.63080949605757;-58.45716988787799
PRIVADO;INSTITUTO UNIVERSITARIO ISEDET;14;DEPARTAMENTO DE CIENCIAS EN CORRELACION;94;0;1409400;2467;4632-5030/5039;4633-2825;;CAMACUA 282;CAMACUA;282;POINT(100562.126933 99828.739677);FLORES;COMUNA 7;1406;C1406DOF;-34.63080949605757;-58.45716988787799
PRIVADO;INSTITUTO UNIVERSITARIO ISEDET;14;DEPARTAMENTO DE TEOLOGIA PRACTICA;150;0;1415000;2467;4632-5030/5039;4633-2825;;CAMACUA 282;CAMACUA;282;POINT(100562.126933 99828.739677);FLORES;COMUNA 7;1406;C1406DOF;-34.63080949605757;-58.45716988787799
PRIVADO;INSTITUTO UNIVERSITARIO ISEDET;14;DEPARTAMENTO DE TEOLOGIA SISTEMATICA;151;0;1415100;2467;4632-5030/5039;4633-2825;;CAMACUA 282;CAMACUA;282;POINT(100562.126933 99828.739677);FLORES;COMUNA 7;1406;C1406DOF;-34.63080949605757;-58.45716988787799
PUBLICO;INSTITUTO UNIVERSITARIO NACIONAL DE DERECHOS HUMANOS MADRES DE PLAZA DE MAYO;15;RECTORADO;1;0;1500100;2466;5032-4922;4382-4039;HTTP://UPMPM.MADRES.ORG;"YRIGOYEN; HIPOLITO AV. 1584";"YRIGOYEN; HIPOLITO AV.";1584;POINT(106839.783253 102123.249315);MONSERRAT;COMUNA 1;1089;C1089AAD;-34.61010391747888;-58.38872925913044
PUBLICO;INSTITUTO UNIVERSITARIO NACIONAL DE DERECHOS HUMANOS MADRES DE PLAZA DE MAYO;15;CARRERA DE DERECHO;49;0;1504900;2466;4382-5196/4381-0850;4382-4039;;"YRIGOYEN; HIPOLITO AV. 1584";"YRIGOYEN; HIPOLITO AV.";1584;POINT(106839.783253 102123.249315);MONSERRAT;COMUNA 1;1089;C1089AAD;-34.61010391747888;-58.38872925913044
PUBLICO;INSTITUTO UNIVERSITARIO NACIONAL DE DERECHOS HUMANOS MADRES DE PLAZA DE MAYO;15;CARRERA LICENCIATURA EN HISTORIA;59;0;1505900;2466;4382-5196/4381-0851;4382-4039;;"YRIGOYEN; HIPOLITO AV. 1584";"YRIGOYEN; HIPOLITO AV.";1584;POINT(106839.783253 102123.249315);MONSERRAT;COMUNA 1;1089;C1089AAD;-34.61010391747888;-58.38872925913044
PUBLICO;INSTITUTO UNIVERSITARIO NACIONAL DE DERECHOS HUMANOS MADRES DE PLAZA DE MAYO;15;CARRERA LICENCIATURA EN TRABAJO SOCIAL;61;0;1506100;2466;4382-5196/4381-0849;4382-4039;;"YRIGOYEN; HIPOLITO AV. 1584";"YRIGOYEN; HIPOLITO AV.";1584;POINT(106839.783253 102123.249315);MONSERRAT;COMUNA 1;1089;C1089AAD;-34.61010391747888;-58.38872925913044
PUBLICO;INSTITUTO UNIVERSITARIO NACIONAL DE DERECHOS HUMANOS MADRES DE PLAZA DE MAYO;15;CARRERA PROFESORADO EN HISTORIA;62;0;1506200;2466;4382-5196/4381-0852;4382-4039;;"YRIGOYEN; HIPOLITO AV. 1584";"YRIGOYEN; HIPOLITO AV.";1584;POINT(106839.783253 102123.249315);MONSERRAT;COMUNA 1;1089;C1089AAD;-34.61010391747888;-58.38872925913044
PUBLICO;INSTITUTO UNIVERSITARIO NACIONAL DE DERECHOS HUMANOS MADRES DE PLAZA DE MAYO;15;DEPARTAMENTO DE CIENCIAS SOCIALES;96;0;1509600;2466;4382-5196/4381-0847;4382-4039;;"YRIGOYEN; HIPOLITO AV. 1584";"YRIGOYEN; HIPOLITO AV.";1584;POINT(106839.783253 102123.249315);MONSERRAT;COMUNA 1;1089;C1089AAD;-34.61010391747888;-58.38872925913044
PUBLICO;INSTITUTO UNIVERSITARIO NACIONAL DE DERECHOS HUMANOS MADRES DE PLAZA DE MAYO;15;DEPARTAMENTOS DE HUMANIDADES;155;0;1515500;2466;4382-5196/4381-0848;4382-4039;;"YRIGOYEN; HIPOLITO AV. 1584";"YRIGOYEN; HIPOLITO AV.";1584;POINT(106839.783253 102123.249315);MONSERRAT;COMUNA 1;1089;C1089AAD;-34.61010391747888;-58.38872925913044
PUBLICO;INSTITUTO UNIVERSITARIO NAVAL;16;ESCUELA DE CIENCIAS DEL MAR;25;0;1602500;2470;4317-2000 INT.4401;4317-2000 INT. 4401;WWW.HIDRO.GOV.AR;ANTARTIDA ARGENTINA AV. 1201;ANTARTIDA ARGENTINA AV.;1201;POINT(108395.989296 104655.257003);RETIRO;COMUNA 1;1104;C1104AAL;-34.58726854032275;-58.37178777551452
PUBLICO;INSTITUTO UNIVERSITARIO NAVAL;16;ESCUELA DE GUERRA DE LA ARMADA;26;0;1602600;2458;4346-8600;4346-8600;WWW.ESGN.EDU.AR;"CAMPOS; LUIS M. AV. 480";"CAMPOS; LUIS M. AV.";480;POINT(102704.707215 106337.485083);PALERMO;COMUNA 14;1426;C1426BOP;-34.57213541536097;-58.43382533743395
PUBLICO;INSTITUTO UNIVERSITARIO NAVAL;16;ESCUELA NACIONAL DE NAUTICA;27;0;1602700;2465;4311-3766;4311-3766;WWW.ESCUELADENAUTICA.EDU.AR;ANTARTIDA ARGENTINA AV. 1535;ANTARTIDA ARGENTINA AV.;1535;POINT(108259.710366 105089.207245);RETIRO;COMUNA 1;1104;C1104ACC;-34.583357955736815;-58.37327736677876
PRIVADO;INSTITUTO UNIVERSITARIO RIVER PLATE;17;RECTORADO;1;0;1700100;1464;4789-1141/1142;4789-1141;WWW.IURIVERPLATE.COM.AR;"FIGUEROA ALCORTA; PRES. AV. 7597";"FIGUEROA ALCORTA; PRES. AV.";7597;POINT(101271.849171 109160.99713);BELGRANO;COMUNA 13;1428;C1428BCL;-34.546686508113076;-58.44944418965727
PRIVADO;INSTITUTO UNIVERSITARIO RIVER PLATE;17;DEPARTAMENTO DE ECONOMIA Y ADMINISTRACION DEL DEPORTE;107;0;1710700;1464;4789-1142;4789-1142;;"FIGUEROA ALCORTA; PRES. AV. 7597";"FIGUEROA ALCORTA; PRES. AV.";7597;POINT(101271.849171 109160.99713);BELGRANO;COMUNA 13;1428;C1428BCL;-34.546686508113076;-58.44944418965727
PRIVADO;INSTITUTO UNIVERSITARIO RIVER PLATE;17;DEPARTAMENTO DE EDUCACION Y DEPORTE;111;0;1711100;1464;4789-1143;4789-1143;;"FIGUEROA ALCORTA; PRES. AV. 7597";"FIGUEROA ALCORTA; PRES. AV.";7597;POINT(101271.849171 109160.99713);BELGRANO;COMUNA 13;1428;C1428BCL;-34.546686508113076;-58.44944418965727
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;RECTORADO;1;0;1800100;2464;4349-0251[C]4349-0200/43380600;4349-0273;WWW.UCA.EDU.AR;"MOREAU DE JUSTO; ALICIA AV. 1300";"MOREAU DE JUSTO; ALICIA AV.";1300;POINT(108905.358832 101783.550325);PUERTO MADERO;COMUNA 1;1107;C1107AAZ;-34.613150155964014;-58.36620578047948
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE CIENCIAS ECONOMICAS;2;0;1800200;2463;4349-0200;4349-0223;;"MOREAU DE JUSTO; ALICIA AV. 1400";"MOREAU DE JUSTO; ALICIA AV.";1400;POINT(108919.726591 101638.791287);PUERTO MADERO;COMUNA 1;1107;C1107AFB;-34.61445490343409;-58.36604760867934
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE CIENCIAS SOCIALES;4;0;1800400;2471;4349-0200;4349-0410;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE DERECHO;5;0;1800500;2463;4349-0200;4349-0280;;"MOREAU DE JUSTO; ALICIA AV. 1400";"MOREAU DE JUSTO; ALICIA AV.";1400;POINT(108919.726591 101638.791287);PUERTO MADERO;COMUNA 1;1107;C1107AFB;-34.61445490343409;-58.36604760867934
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE FILOSOFIA Y LETRAS;8;0;1800800;2471;4349-0200;4349-0444;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE CIENCIAS AGRARIAS;13;0;1801300;2472;4553-5235/4552-2711;4552-2711;;"FREIRE; RAMON; CAP. GRAL. 183";"FREIRE; RAMON; CAP. GRAL.";183;POINT(101717.415122 105541.935896);COLEGIALES;COMUNA 13;1426;C1426AVC;-34.579308752695844;-58.44458278734049
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE CIENCIAS MEDICAS;14;0;1801400;2471;4349-0200;4349-0433;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE PSICOLOGIA Y PSICOPEDAGOGIA;21;0;1802100;2463;4349-0200;4439-0444;;"MOREAU DE JUSTO; ALICIA AV. 1400";"MOREAU DE JUSTO; ALICIA AV.";1400;POINT(108919.726591 101638.791287);PUERTO MADERO;COMUNA 1;1107;C1107AFB;-34.61445490343409;-58.36604760867934
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE ARTES Y CIENCIAS MUSICALES;214;0;1821400;2471;4349-0200;4349-0415;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE CIENCIAS FISICOMATEMATICAS E INGENIERIA;218;0;1821800;2471;4349-0200;4349-0402;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE DERECHO CANONICO;227;0;1822700;2471;4349-0200;4349-0433;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;FACULTAD DE TEOLOGIA;252;0;1825200;2473;4501-6428/6748;4501-6748;;CONCORDIA 4422;CONCORDIA;4422;POINT(95872.0165019 103990.301727);VILLA DEVOTO;COMUNA 11;1419;C1419AOH;-34.59328855886641;-58.508296275131684
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;INSTITUTO DE BIBLIOTECA;257;0;1825700;2471;4349-0200;4338-0634;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;INSTITUTO DE CULTURA UNIVERSITARIA;260;0;1826000;2463;4338-0838;4338-0838;;"MOREAU DE JUSTO; ALICIA AV. 1400";"MOREAU DE JUSTO; ALICIA AV.";1400;POINT(108919.726591 101638.791287);PUERTO MADERO;COMUNA 1;1107;C1107AFB;-34.61445490343409;-58.36604760867934
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;INSTITUTO DE PASTORAL;266;0;1826600;2471;4349-0200;4349-0427;;"MOREAU DE JUSTO; ALICIA AV. 1500";"MOREAU DE JUSTO; ALICIA AV.";1500;POINT(108933.144783 101498.919861);PUERTO MADERO;COMUNA 1;1107;C1107AFD;-34.615715601275824;-58.36589983668609
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;INSTITUTO PARA EL MATRIMONIO Y LA FAMILIA;270;0;1827000;2463;4338-0827;4338-0827;;"MOREAU DE JUSTO; ALICIA AV. 1400";"MOREAU DE JUSTO; ALICIA AV.";1400;POINT(108919.726591 101638.791287);PUERTO MADERO;COMUNA 1;1107;C1107AFB;-34.61445490343409;-58.36604760867934
PRIVADO;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA SANTA MARIA DE LOS BUENOS AIRES;18;INSTITUTO PARA LA INTEGRACION DEL SABER;271;0;1827100;2463;4349-0200;4338-0838;;"MOREAU DE JUSTO; ALICIA AV. 1400";"MOREAU DE JUSTO; ALICIA AV.";1400;POINT(108919.726591 101638.791287);PUERTO MADERO;COMUNA 1;1107;C1107AFB;-34.61445490343409;-58.36604760867934
PRIVADO;UNIVERSIDAD  FAVALORO;19;RECTORADO;1;0;1900100;2475;4378-1169/1170;4381-0323;WWW.FAVALORO.EDU.AR;SOLIS 453;SOLIS;453;POINT(106683.9842 101651.575576);MONSERRAT;COMUNA 1;1078;C1078AAI;-34.61435666123563;-58.39042414181133
PRIVADO;UNIVERSIDAD  FAVALORO;19;FACULTAD DE CIENCIAS MEDICAS;14;0;1901400;2475;4378-1174;4378-1174;;SOLIS 453;SOLIS;453;POINT(106683.9842 101651.575576);MONSERRAT;COMUNA 1;1078;C1078AAI;-34.61435666123563;-58.39042414181133
PRIVADO;UNIVERSIDAD  FAVALORO;19;FACULTAD DE CIENCIAS HUMANAS Y DE LA CONDUCTA;220;0;1922000;2474;4378-1124;4378-1124;;ENTRE RIOS AV. 495;ENTRE RIOS AV.;495;POINT(106559.45866 101602.006308);BALVANERA;COMUNA 3;1079;C1079ABE;-34.614804287219926;-58.39178146665574
PRIVADO;UNIVERSIDAD  FAVALORO;19;FACULTAD DE INGENIERIA Y CIENCIAS EXACTAS Y NATURALES;241;0;1924100;2479;4378-1106/4384-0782;4378-1106;;"PERON; JUAN DOMINGO; TTE. GENERAL 3175";"PERON; JUAN DOMINGO; TTE. GENERAL";3175;POINT(104757.855837 102376.450958);BALVANERA;COMUNA 3;1198;C1198AAG;-34.607833290710005;-58.41142888345386
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;RECTORADO;1;0;2000100;2476;4342-7788/4363-3581;442-7654;WWW.UAI.EDU.AR;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE CIENCIAS DE LA COMUNICACION;10;0;2001000;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE CIENCIAS EMPRESARIALES;17;0;2001700;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE ARQUITECTURA;22;0;2002200;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE DERECHO Y CIENCIAS POLITICAS;228;0;2022800;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE DESARROLLO E INVESTIGACION EDUCATIVOS;230;0;2023000;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE MEDICINA Y CIENCIAS DE LA SALUD;244;0;2024400;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE MOTRICIDAD HUMANA Y DEPORTES;245;0;2024500;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE PSICOLOGIA Y RELACIONES HUMANAS;249;0;2024900;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE TECNOLOGIA INFORMATICA;251;0;2025100;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;FACULTAD DE TURISMO Y HOSPITALIDAD;253;0;2025300;2476;4342-7788;4342-7654;;CHACABUCO 90;CHACABUCO;90;POINT(107979.087504 102231.978185);MONSERRAT;COMUNA 1;1069;C1069AAB;-34.60911559945465;-58.37630902789455
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;LOCALIZACION ALMAGRO;279;0;2027900;1164;4862-9179/4865-8796;4867-4216;;ESTADO DE PALESTINA 748;ESTADO DE PALESTINA;748;POINT(103459.260192 103028.065149);ALMAGRO;COMUNA 5;1182;C1182ADF;-34.601964757948345;-58.42558909077268
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;LOCALIZACION BELGRANO;280;0;2028000;1521;4788-2925/4787-9786/4788-2925;4780-3335;;MONTAÑESES 2759;MONTAÑESES;2759;POINT(100860.572247 108626.325191);BELGRANO;COMUNA 13;1428;C1428AQS;-34.55150657792011;-58.45392419215101
PRIVADO;UNIVERSIDAD ABIERTA INTERAMERICANA;20;LOCALIZACION CENTRO;281;0;2028100;1208;4300-2147;4362-5028;;SAN JUAN AV. 983;SAN JUAN AV.;983;POINT(107670.286074 100798.422594);CONSTITUCION;COMUNA 1;1147;C1147AAH;-34.622040165988324;-58.37966273193411
